date,flow_rate
2024-03-01,5.3823
2024-03-02,4.9968
2024-03-03,4.8096
2024-03-04,4.3525
2024-03-05,3.4413
2024-03-06,2.9279
2024-03-07,2.7177
2024-03-08,3.6711
2024-03-09,3.3286
2024-03-10,3.788
2024-03-11,4.4773
2024-03-12,5.3263
2024-03-13,5.1602
2024-03-14,4.1069
2024-03-15,3.0352
2024-03-16,2.7523
2024-03-17,2.6149
2024-03-18,2.5472
2024-03-19,2.447
2024-03-20,2.4139
2024-03-21,2.4139
2024-03-22,3.366
2024-03-23,3.6711
2024-03-24,4.6459
2024-03-25,4.9429
2024-03-26,4.8627
2024-03-27,3.8274
2024-03-28,3.5939
2024-03-29,3.4036
2024-03-30,3.9462
2024-03-31,6.5669
2024-02-01,4.1069
2024-02-02,3.2174
2024-02-03,2.9993
2024-02-04,2.8924
2024-02-05,2.6833
2024-02-06,2.6833
2024-02-07,2.8221
2024-02-08,3.9064
2024-02-09,3.2914
2024-02-10,3.0352
2024-02-11,2.7871
2024-02-12,2.6833
2024-02-13,2.581
2024-02-14,2.4802
2024-02-15,2.6833
2024-02-16,4.3939
2024-02-17,4.229
2024-02-18,3.7489
2024-02-19,3.4413
2024-02-20,3.2914
2024-02-21,3.8668
2024-02-22,5.9592
2024-02-23,7.503
2024-02-24,6.9143
2024-02-25,5.2429
2024-02-26,4.1069
2024-02-27,3.5939
2024-02-28,3.2543
2024-02-29,4.3525
2024-01-01,4.9429
2024-01-02,5.7248
2024-01-03,7.5364
2024-01-04,10.4257
2024-01-05,8.7199
2024-01-06,6.9785
2024-01-07,5.3263
2024-01-08,3.2543
2024-01-09,2.581
2024-01-10,2.5136
2024-01-11,2.447
2024-01-12,2.7523
2024-01-13,2.447
2024-01-14,6.4738
2024-01-15,5.7538
2024-01-16,5.1328
2024-01-17,3.6324
2024-01-18,2.8221
2024-01-19,2.8572
2024-01-20,2.7177
2024-01-21,2.5472
2024-01-22,3.4036
2024-01-23,3.7489
2024-01-24,6.0484
2024-01-25,7.7727
